ID,title,subtitle,author,publisher,first_published_year,language,cover_image,pages,rating,isbn_10,isbn_13
OL17180966W,Amore e matematica,il cuore della realtà nascosta,Edward Frenkel,Codice,           2013         ,Italian,//covers.openlibrary.org/b/id/10641094-M.jpg,331,3.5 (2 ratings),8875784426,
OL82884W,Une Rose Pour Emily,,William Faulkner,Editions Flammarion,           1930         ,"French, English",//covers.openlibrary.org/b/id/3075629-M.jpg,147,3.9 (8 ratings),2070394530,
OL21051551W,The Natural,How to Effortlessly Attract the Women You Want,Richard La Ruina,HarperOne,           2012         ,,//covers.openlibrary.org/b/id/11004287-M.jpg,224,,0062089803,
OL37884682W,Cities in the Memory of the Homeless,,Hussein Abdelgalil,Xlibris Corporation LLC,           2024         ,English,/images/icons/avatar_book.png,,,,9798369494929
OL2201545W,Chronic pain and the family,a problem-centered perspective,R. Roy,Human Sciences Press,           1989         ,English,//covers.openlibrary.org/b/id/10089846-M.jpg,223,,0898854431,
OL3906363W,Il ragazzo persiano,romanzo,Mary Renault,Editori associati,           1972         ,Italian,//covers.openlibrary.org/b/id/12756574-M.jpg,478,3.7 (3 ratings),8878182486,
OL17812914W,Diario de Greg,La Escapada (Volando Voy),Jeff Kinney,Lectorum,           2017         ,English,//covers.openlibrary.org/b/id/14458348-M.jpg,217,4.6 (54 ratings),1632456737,
OL90044W,Psychology,"Themes and Variations, Briefer Version, 4th edition (Study Guide)",Wayne Weiten,Brooks/Cole Pub Co,           1989         ,,//covers.openlibrary.org/b/id/2473665-M.jpg,,4.3 (17 ratings),0534366740,
OL21515605W,Physics in Minutes,200 Key Concepts Explained in an Instant,Giles Sparrow,Quercus,           2014         ,English,//covers.openlibrary.org/b/id/10589407-M.jpg,416,,,9781782066484
OL3507425W,Theurgy and the Soul,The Neoplatonism of Iamblichus,Gregory Shaw,Pennsylvania State University Press,           1971         ,English,//covers.openlibrary.org/b/id/153933-M.jpg,284,,0271023228,
OL16064734W,Schnee,,Orhan Pamuk,Büchergilde Gutenberg,           2002         ,German,//covers.openlibrary.org/b/id/12054405-M.jpg,,3.8 (4 ratings),,
OL11612410W,"Ledge, ledger, and the legend",a play in one act,Paul C. Elliott,Dramatic Publishing Co.,           1972         ,English,/images/icons/avatar_book.png,28,,,
OL5726473W,The Korean Intercept,,Stephen Mertz,Five Star,           2005         ,English,//covers.openlibrary.org/b/id/1988342-M.jpg,328,,,
OL42381210W,Better than friends,,Jill Shalvis,"Avon, an imprint of HarperCollins",           2025         ,,//covers.openlibrary.org/b/id/14837621-M.jpg,336,,,9780063353435
OL2629264W,Lest innocent blood be shed,"the story of the village of Le Chambon, and how goodness happened there",Philip Paul Hallie,Harper & Row,           1979         ,English,//covers.openlibrary.org/b/id/4414666-M.jpg,304,,,
OL81618W,Apocalipsis,,Stephen King,Plaza & Janes Editores S.A.,           1978         ,Spanish,//covers.openlibrary.org/b/id/14655394-M.jpg,,4.3 (80 ratings),8401498961,
OL2010879W,"PAI RICO, PAI POBRE - O que os Ricos Ensinam a Seus Filhos Sobre Dinheiro -(EURO 18.85)",,Robert T. Kiyosaki,Editora Campus,           1990         ,Portuguese,//covers.openlibrary.org/b/id/14819642-M.jpg,,4.1 (731 ratings),,
OL81626W,Carrie,,Stephen King,Editions J'ai Lu,           1974         ,French,//covers.openlibrary.org/b/id/14656508-M.jpg,,4.0 (144 ratings),2277118354,
OL8162853W,Ride In the Sun,Edge 34,George G. Gilman,Kensington Publishing+corp,,,//covers.openlibrary.org/b/id/11706314-M.jpg,,,,
OL2698462W,Moral philosophy,theories and issues,Emmett Barcalow,Wadsworth,           1994         ,English,//covers.openlibrary.org/b/id/364278-M.jpg,411,4.0 (1 rating),0534526454,
OL42419034W,Spiral,,Bal Khabra,Penguin Publishing Group,           2025         ,English,//covers.openlibrary.org/b/id/14840908-M.jpg,368,,,9780593818282
OL19715514W,Pen America best debut short stories 2017,,Yuka Igarashi,Catapult,           2017         ,English,//covers.openlibrary.org/b/id/14505636-M.jpg,210,,1936787687,
OL8300780W,Ultimate Train,,Peter Herring,DK ADULT,           2000         ,English,//covers.openlibrary.org/b/id/552457-M.jpg,168,,0789446103,
OL2010894W,Rich Dad's Guide to Investing,"What the Rich Invest in, That the Poor and the Middle Class Do Not!",Robert T. Kiyosaki,Business Plus,           2000         ,English,//covers.openlibrary.org/b/id/288182-M.jpg,384,4.4 (8 ratings),0446677469,
OL6619070W,F.M.Halford and the Dry-fly Revolution,,Tony Hayter,Robert Hale Ltd,           2002         ,,//covers.openlibrary.org/b/id/5110012-M.jpg,308,,0709067739,
OL3449615W,Kusasana Kunoparira,,M.A. Hamutyinei,Longman Schools Division (a Pearson Education company),           1975         ,,//covers.openlibrary.org/b/id/6253244-M.jpg,,4.3 (16 ratings),0582612799,
OL9638858W,Complete Method for the Clarinet in Three Parts (Part 1),,Gustave Langenus,Carl Fischer Music,           1970         ,English,//covers.openlibrary.org/b/id/2657091-M.jpg,90,,0825802407,
OL8162966W,Bloody summer,,George G. Gilman,New English Library,           1973         ,English,//covers.openlibrary.org/b/id/10644960-M.jpg,126,,0450015475,
OL21641664W,Advanced Statistics with Applications in R,,Eugene Demidenko,"Wiley & Sons, Limited, John",           2019         ,English,/images/icons/avatar_book.png,,,,9781118387986
OL19237098W,Konglomerasi,"negara dan modal dalam industri otomotif Indonesia, 1950-1985",Ian Chalmers,Gramedia Pustaka Utama,           1996         ,Indonesian,/images/icons/avatar_book.png,372,,,
OL1168007W,Колгосп тварин,,George Orwell,Mykhailo Borets'kyi,           1945         ,Ukrainian,//covers.openlibrary.org/b/id/11262122-M.jpg,,4.1 (474 ratings),,
OL15546355W,The Godforsaken,,George G. Gilman,Pinnacle Books,           1984         ,English,//covers.openlibrary.org/b/id/6909437-M.jpg,183,,0523422652,
OL10809899W,Rules of the Fire Offices' Committee for automatic sprinkler installation.,,Fire Offices' Committee.,Fire Offices' Committee,           1973         ,English,/images/icons/avatar_book.png,,,,
OL15562060W,Victoria's ecstasy,,Gwen Cleary,Zebra Books,           1990         ,English,/images/icons/avatar_book.png,444,,,
OL76827W,An inquiry into the nature and causes of the wealth of nations.,"With a life of the author.  Also, a view of the doctrine of Smith compared with that of the French economists with a method of facilitating the study of his works from the French of Garnier.",Adam Smith,W. Allason,           1776         ,,//covers.openlibrary.org/b/id/5700260-M.jpg,,4.1 (29 ratings),,
OL19711623W,Moon Rising,Wings of Fire #6,Tui T. Sutherland,Scholastic Press,           2014         ,English,//covers.openlibrary.org/b/id/10526156-M.jpg,298,3.9 (7 ratings),,9780545685368
OL12410623W,Muasir,parveen shakir par kha.,Ata-ul-Haq Qasmi,Idara Mussir,           1996         ,Urdu,/images/icons/avatar_book.png,864,,,
OL41904395W,Ethical Hacking,Beginners Guide to Ethical Hacking and Cyber Security,Ron Burns,Ron Burns,           2023         ,English,/images/icons/avatar_book.png,192,,,9781999285685
OL5738259W,Extremely Loud and Incredibly Close,A Novel,Jonathan Safran Foer,Mariner Books,           2005         ,English,//covers.openlibrary.org/b/id/395159-M.jpg,326,4.0 (35 ratings),0618711651,
OL8163013W,Red Fury,,George G. Gilman,Pinnacle Books,           1980         ,English,//covers.openlibrary.org/b/id/12467813-M.jpg,143,,0523424094,
OL17371073W,manajemen pemasaran,,Philip Kotler,British library,           2016         ,,//covers.openlibrary.org/b/id/12387449-M.jpg,,4.3 (38 ratings),,9781292092621
OL35438206W,"""What the Butler Saw"" (Modern Plays)",,"Orton, Joe.",Methuen Drama,           1969         ,,//covers.openlibrary.org/b/id/261242-M.jpg,96,,0413366804,
OL471789W,The Secret Adversary,,Agatha Christie,Feedbooks,           1922         ,English,//covers.openlibrary.org/b/id/14577696-M.jpg,,3.8 (28 ratings),,9781071485132
OL15507623W,The naive and the sentimental novelist,,Orhan Pamuk,Faber,           2010         ,English,//covers.openlibrary.org/b/id/12311620-M.jpg,,,0571275915,
OL22013439W,"Kill List [Paperback] [Sep 26, 2013] Frederick Forsyth",,Frederick Forsyth,Random House India,           2013         ,,//covers.openlibrary.org/b/id/10415232-M.jpg,,3.0 (1 rating),0552170151,
OL7432549W,Virginia summer resorts.,,Norfolk and Western Railway Company.,,           1902         ,English,//covers.openlibrary.org/b/id/6135847-M.jpg,23,,,
OL15327742W,Mercado financeiro,produtos e serviços,Eduardo Fortuna,Qualitymark,           2008         ,Portuguese,/images/icons/avatar_book.png,833,5.0 (1 rating),,9788573037548
OL14877882W,Salomé,,Oscar Wilde,Edición de la Revista Nosotros,           1893         ,Spanish,//covers.openlibrary.org/b/id/11919890-M.jpg,30,3.4 (13 ratings),,
OL5850631W,The lost men,the harrowing saga of Shackleton's Ross Sea expedition,Kelly Tyler-Lewis,Viking,           2006         ,English,//covers.openlibrary.org/b/id/400543-M.jpg,366,5.0 (2 ratings),0670034126,
OL13754137W,Perspective Made Easy,,Ernest R. Norling,Lightning Source Inc,           2007         ,English,/images/icons/avatar_book.png,203,,9563100166,
OL11369218W,Valley of blood,,George G. Gilman,New English Library,           1975         ,English,//covers.openlibrary.org/b/id/12964718-M.jpg,124,,0450020517,
OL19744680W,Ten arguments for deleting your social media accounts right now,,Jaron Lanier,Henry Holt and Company,           2018         ,English,//covers.openlibrary.org/b/id/12504011-M.jpg,146,3.4 (11 ratings),,
OL28170263W,Las Prepago?,,Madame Rochy,Oveja Negra,           2009         ,,/images/icons/avatar_book.png,192,,9580611017,
OL9283360W,Love 'n Time,,Lisa A. Smith,Dorrance Publishing Co. Inc.,           2007         ,English,//covers.openlibrary.org/b/id/2642612-M.jpg,196,,0805972293,
OL3577235W,Frank Miller's Ronin,,Frank Miller,Titan,           1987         ,English,//covers.openlibrary.org/b/id/12702164-M.jpg,304,3.0 (1 rating),1852860162,
OL5337360W,Saving the world,,James Patterson,,           1998         ,English,//covers.openlibrary.org/b/id/13161317-M.jpg,417,4.0 (5 ratings),1455530697,
OL17590212W,A Sutil Arte de Ligar o F*da-se,,Mark Manson,Intrinseca,           2016         ,Portuguese,//covers.openlibrary.org/b/id/8577361-M.jpg,,4.1 (630 ratings),,
OL28154433W,Don't Kiss the Bride,"An Age Gap, Marriage of Convenience Romance",Carian Cole,Independently Published,           2021         ,English,/images/icons/avatar_book.png,,,,9798705712038
OL19107822W,Introduction à la dermopharmacie et à la cosmétologie,,Marie-Claude Martini,Tec & Doc,           2003         ,French,/images/icons/avatar_book.png,401,,2743005912,
OL7820015W,Student Indonesia di Eropa,,A. Rivai,Kepustakaan Populer Gramedia,           2000         ,Indonesian,/images/icons/avatar_book.png,383,,9799023424,
OL38382569W,I Don't Love You Anymore,Moving on and Living Your Best Life,Rithvik Singh,Ebury Publishing,           2020         ,English,//covers.openlibrary.org/b/id/14638562-M.jpg,184,3.5 (142 ratings),,9780143469131
OL175846W,The Mummy Case,,Elizabeth Peters,Grand Central Publishing,           1985         ,English,//covers.openlibrary.org/b/id/286703-M.jpg,336,,0446601934,
OL15397988W,Zelda,,Carter Brown,New American Library of World Literature,           1961         ,English,//covers.openlibrary.org/b/id/6616123-M.jpg,125,,,
OL20881621W,The 5 AM Club,Own Your Morning. Elevate Your Life.,Robin S. Sharma,HarperCollins Publishers,           2018         ,,//covers.openlibrary.org/b/id/14614080-M.jpg,336,3.2 (16 ratings),1443456624,
OL257943W,Le trône de fer,L'intégrale 1,George R. R. Martin,J'ai Lu,           1996         ,French,//covers.openlibrary.org/b/id/14601851-M.jpg,,4.2 (632 ratings),2290019437,
OL19052W,Christian Theology,An Introduction,Alister E. McGrath,Blackwell Pub,           1993         ,English,//covers.openlibrary.org/b/id/396002-M.jpg,603,4.0 (2 ratings),0631198490,
OL2465639W,Independence day,,Richard Ford,A.A. Knopf,           1995         ,English,//covers.openlibrary.org/b/id/10021861-M.jpg,451,3.0 (1 rating),0679492658,
OL34954280W,Illusioni,,Richard Bach,BUR Biblioteca Univ. Rizzoli,           1989         ,,//covers.openlibrary.org/b/id/13803744-M.jpg,,5.0 (1 rating),,
OL11539085W,Organizational Communication,Approaches and Processes,Katherine Miller,Wadsworth,           1995         ,English,//covers.openlibrary.org/b/id/12183253-M.jpg,352,5.0 (1 rating),,9781285164205
OL26183384W,Der Raub des königlichen Schlafs,,Ismail Kadare,Ammann,           2008         ,German,//covers.openlibrary.org/b/id/12153489-M.jpg,500,,3250600482,
OL1167981W,Animal Farm and 1984,,George Orwell,Harcourt,           1978         ,English,//covers.openlibrary.org/b/id/10524365-M.jpg,385,4.5 (28 ratings),0151010269,
OL3340490W,I don't want to talk about it,overcoming the secret legacy of male depression,Terrence Real,Fireside,           1997         ,English,//covers.openlibrary.org/b/id/6827205-M.jpg,383,4.0 (1 rating),0684835398,
OL27729743W,The Housemaid,,Freida McFadden,Hatchette UK - Bookouture,           2022         ,,//covers.openlibrary.org/b/id/14653835-M.jpg,336,4.0 (5 ratings),1538742578,
OL16811653W,By the People,Debating American Government,James A. Morone,"Oxford University Press, Incorporated",           2012         ,English,//covers.openlibrary.org/b/id/13082849-M.jpg,624,5.0 (1 rating),,9780190216733
OL26695353W,Milady Professional Educator Exam Prep,,Milady,Delmar Cengage Learning,           2022         ,English,/images/icons/avatar_book.png,,,,9781337786874
OL16064293W,Spider's Web,,Charles Osborne,St. Martin's Paperbacks,           2000         ,English,//covers.openlibrary.org/b/id/12837102-M.jpg,,,0312979509,
OL5099525W,Rebellion or revolution?,"England, 1640-1660",Gerald Edward Aylmer,Oxford University Press,           1986         ,English,//covers.openlibrary.org/b/id/4144279-M.jpg,274,,0192191799,
OL11369213W,Ten Tombstones,,George G. Gilman,Pinnacle Books,           1976         ,English,//covers.openlibrary.org/b/id/10523399-M.jpg,184,,0523008562,
OL9970770W,Contrôle de gestion,,Michel Gervais,Economica,           2000         ,French,/images/icons/avatar_book.png,719,,2717841148,
OL31614371W,Client-Centered Therapy,,"Rogers, Carl R.",Houghton Mifflin,           1965         ,,/images/icons/avatar_book.png,,,,
OL16537365W,Nevrologija,Glavni urednik: Sergije Dogan,Simpozij o nevrologiji in psihiatriji (1...,Lek,           1969         ,Slovene,//covers.openlibrary.org/b/id/9447822-M.jpg,486,,,
OL21278636W,History of Islamic Philosophy,,Oliver Leaman,Taylor & Francis Group,           2013         ,English,/images/icons/avatar_book.png,1232,,,9781138134522
OL20869376W,"My Father, Sun-Sun Johnson",,C Palmer,Macmillan Caribbean,           2012         ,,//covers.openlibrary.org/b/id/10188436-M.jpg,96,3.0 (1 rating),0230733468,
OL20716979W,Surimi and Surimi Seafood,,Jae W. Park,CRC Press,           2013         ,,//covers.openlibrary.org/b/id/9398357-M.jpg,666,1.0 (1 rating),,
OL27806600W,Introduction to Arabic Linguistics,,Haddad,"Wiley & Sons, Limited, John",           2023         ,English,//covers.openlibrary.org/b/id/13855328-M.jpg,432,,,9781119787563
OL6976789W,Organisation pratique des chantiers ...,,Émile Olivier,Entreprise moderne d'édition,           1971         ,French,/images/icons/avatar_book.png,,,,
OL37566743W,"Marketing Management, Global Edition",,Philip Kotler,"Pearson Education, Limited",           2021         ,English,/images/icons/avatar_book.png,,,,9781292406367
OL5750629W,Legal aspects of engineering,,Cynthia M. Gayton,Kendall/Hunt Pub. Co.,           2004         ,English,//covers.openlibrary.org/b/id/1415578-M.jpg,556,,0757510671,
OL16205453W,"The scenic attractions and summer resorts along the railways of the Virginia, Tennessee & Georgia Air Line","the Shenandoah Velley RR., the Norfolk & Western RR., and the East Tennessee, Virginia & Georgia RR","Virginia, Tennessee and Georgia Air Line",Aldine press,           1883         ,English,//covers.openlibrary.org/b/id/7161242-M.jpg,80,,,
OL19014755W,Fox Hill on the Virginia Peninsula,,Fox Hill Historical Society,Arcadia,           2004         ,English,//covers.openlibrary.org/b/id/1371087-M.jpg,128,,0738516023,
OL53908W,The Adventures of Huckleberry Finn,,Mark Twain,Pocket Books,           1876         ,English,//covers.openlibrary.org/b/id/14332290-M.jpg,374,3.8 (191 ratings),,
OL15958753W,Héroes prestados,,Franz Gustavo Morales Méndez,s.n.],           2010         ,Spanish,/images/icons/avatar_book.png,209,,,
OL1169289W,The vortex,a play in three acts,Noel Coward,Harper,           1924         ,English,//covers.openlibrary.org/b/id/11937601-M.jpg,193,,,
OL16734415W,Black Beaver,the trapper,John Adams,Printed by Robert O. Law co.,           1911         ,English,//covers.openlibrary.org/b/id/6339740-M.jpg,,,,
OL25455333W,The Lords of Easy Money,How the Federal Reserve Broke the American Economy,Christopher Leonard,Simon & Schuster,           2022         ,English,//covers.openlibrary.org/b/id/14831005-M.jpg,384,3.5 (10 ratings),,9781982166632
OL21299150W,Rural Social Work in the 21st Century,,Michael R. Daley,Oxford University Press,           2015         ,English,/images/icons/avatar_book.png,300,,,9780190615567
OL17937668W,Death Drive (Edge #27),,George G. Gilman,Pinnacle Books,           1977         ,English,//covers.openlibrary.org/b/id/10523419-M.jpg,,,0523402031,
OL2031425W,Dickerson family history,"Edward E. & Albert Bixby Dickerson, their ancestors and their descendants, 1636-1996",Wilton H. Dickerson,Gateway Press,           1998         ,English,/images/icons/avatar_book.png,302,,,
OL25773112W,Advanced Introduction to Law and Development,,Mariana M. Prado,"Elgar Publishing Limited, Edward",           2021         ,English,//covers.openlibrary.org/b/id/12411269-M.jpg,,,,9781788970907
OL3734057W,Nubian architecture,the Egyptian vernacular experience,Omar M. El-Hakim,Palm Press,           1993         ,English,//covers.openlibrary.org/b/id/13231056-M.jpg,78,5.0 (1 rating),9775089085,
OL10589972W,Teach yourself singing.,,Clarence Radford Thorpe,English Universities Press,           1954         ,English,//covers.openlibrary.org/b/id/12977585-M.jpg,134,,0340057173,
OL5843663W,Linear algebra,from the beginning,Eric Carlen,W.H. Freeman,           2006         ,English,//covers.openlibrary.org/b/id/10406952-M.jpg,542,5.0 (1 rating),0716748940,
OL3623076W,Brilliant traces,,Cindy Lou Johnson,Dramatists Play Service,           1989         ,English,//covers.openlibrary.org/b/id/9656912-M.jpg,51,,,
OL26664302W,"Jujutsu Kaisen, Vol. 17",,Gege Akutami,Viz Media,           2022         ,English,//covers.openlibrary.org/b/id/14251726-M.jpg,200,,,9781974732333
OL1947896W,Electrical wiring industrial,,"Smith, Robert L.",Delmar Publishers,           1977         ,English,//covers.openlibrary.org/b/id/1453322-M.jpg,244,,0766801934,
OL48061W,Two for the dough,,Janet Evanovich,St. Martin's Griffin,           1996         ,English,//covers.openlibrary.org/b/id/8008210-M.jpg,346,3.1 (7 ratings),0312675062,
OL15879020W,The Dickinson genealogy,"study of the ancestry and lineal descent of the Dickinson Family and related branches through 37 generations, from 820 A.D. to 1970",Philip Pease Dickinson,,           1970         ,English,/images/icons/avatar_book.png,114,,,
OL24512841W,Summer Sons,,Lee Mandelo,Tordotcom,           2021         ,,//covers.openlibrary.org/b/id/11139568-M.jpg,384,,,
OL17835673W,"Gramática de uso del español : teoría y práctica, con solucionario: B1-B2",,Ramon Palencia,SM,           2009         ,,//covers.openlibrary.org/b/id/8129721-M.jpg,271,,,9788467521085
OL3906339W,The King Must Die,,Mary Renault,Bantam Books,           1952         ,English,//covers.openlibrary.org/b/id/8247012-M.jpg,,3.0 (2 ratings),0553128671,
OL41242W,Dale Brown's Dreamland,Strike zone,Dale Brown,Avon,           2001         ,English,//covers.openlibrary.org/b/id/25888-M.jpg,436,,0060502835,
OL25658073W,Salem Story,Reading the Witch Trials Of 1692,Bernard Rosenthal,Cambridge University Press,           2010         ,English,/images/icons/avatar_book.png,,,,9780511882753
OL19709580W,How I became a ghost,a Choctaw Trail of Tears story,Tim Tingle,,           2013         ,English,//covers.openlibrary.org/b/id/9384014-M.jpg,141,5.0 (1 rating),1937054535,
OL20666884W,"Introduction to Women's, Gender, and Sexuality Studies",Interdisciplinary and Intersectional Approaches,Edited by L. Ayu Saraswati,Oxford University Press,           2017         ,,//covers.openlibrary.org/b/id/9334423-M.jpg,656,,0190266066,
OL11374287W,I͡A - legenda,,Richard Matheson,Domino,           1954         ,Russian,//covers.openlibrary.org/b/id/12959114-M.jpg,476,4.3 (16 ratings),5699405860,
OL5682180W,"The Pirate Lord (Lord Trilogy, Book 1)",,Sabrina Jeffries,Avon,           1998         ,English,//covers.openlibrary.org/b/id/236602-M.jpg,384,4.0 (2 ratings),,
OL40092045W,Twin-cest 1 - 4,,Alex Anders,Smashwords,           2011         ,English,/images/icons/avatar_book.png,,,,9781465960726
OL21298054W,Education and Society,Canadian Perspectives,Wolfgang Lehmann,Oxford University Press,           2016         ,English,//covers.openlibrary.org/b/id/13818159-M.jpg,272,,,9780199014309
OL2368522W,Understanding How to Fight the Good Fight of Faith,,Kenneth E. Hagin,Faith Library Publications,           1987         ,English,//covers.openlibrary.org/b/id/8132507-M.jpg,129,,0892765100,
OL152258W,Necronomicon,The Weird Tales of H. P. Lovecraft (Gollancz SF),H.P. Lovecraft,Gollancz,           2008         ,English,//covers.openlibrary.org/b/id/2521774-M.jpg,1008,4.4 (13 ratings),0575081570,
OL26663382W,I'm Glad My Mom Died,,Jennette McCurdy,Simon & Schuster,           2022         ,English,//covers.openlibrary.org/b/id/12900511-M.jpg,320,4.3 (64 ratings),1982185848,
OL13703365W,Virginia summer resorts ...,,Norfolk & western railway company,,           1889         ,English,//covers.openlibrary.org/b/id/7223473-M.jpg,42,,,
OL26258750W,Gece Yolu,,Kristin Hannah,Pegasus,           2012         ,,//covers.openlibrary.org/b/id/12260012-M.jpg,496,,6055289210,
OL27935737W,"ANSI/IES LP-3-22, Lighting Practice",Designing and Specifying Daylighting for Buildings,The IES Testing Procedures Committee,Illuminating Engineering Society,           2022         ,English,/images/icons/avatar_book.png,,,,9780879954246
OL21362928W,Swing Volume 2,,Yishan Li,Image Comics,           2019         ,English,/images/icons/avatar_book.png,128,,,9781534311404
OL23535656W,Culpa mía,,Mercedes Ron,MONTENA,           2017         ,,//covers.openlibrary.org/b/id/10512957-M.jpg,448,4.6 (12 ratings),8490438668,
OL17729555W,Brazen,(Electronic Resource),Maya Banks,"New York Quarterly Foundation, Incorporated, The",           2023         ,English,//covers.openlibrary.org/b/id/9160375-M.jpg,,4.2 (10 ratings),,
OL655452W,Les moins de seize ans,,Gabriel Matzneff,Julliard,           1974         ,French,/images/icons/avatar_book.png,125,,,
OL17428421W,Who Ate The Turkey,,Griffin Roesser,Rosen Publishing Group,           2007         ,,//covers.openlibrary.org/b/id/7559167-M.jpg,,,,9781404264571
OL19732028W,The Gone World,,Tom Sweterlitsch,G.P. Putnam's Sons,           2018         ,English,//covers.openlibrary.org/b/id/14832007-M.jpg,388,3.0 (7 ratings),0399167501,
OL17900311W,The billionaire's ruthless affair,,Miranda Lee,,           2016         ,English,//covers.openlibrary.org/b/id/10224387-M.jpg,,3.2 (4 ratings),0263921204,
OL24152385W,How to Become a People Magnet,62 Simple Strategies to Build Powerful Relationships and Positively Impact the Lives of Everyone You Get in Touch with,Marc Reklau,Independently published,           2018         ,,//covers.openlibrary.org/b/id/10551689-M.jpg,158,3.5 (8 ratings),1726797406,
OL13747920W,Eat That Frog,,BrianTracy,,,,//covers.openlibrary.org/b/id/13776244-M.jpg,,2.3 (3 ratings),,
OL82548W,Harry Potter i Zakon Feniksa,,J. K. Rowling,Media Rodzina,           2003         ,Polish,//covers.openlibrary.org/b/id/14342026-M.jpg,954,4.3 (260 ratings),,
OL21766442W,La plaine de Caïn,,Spôjmaï Zariâb,Ed. de l'Aube,           2001         ,French,//covers.openlibrary.org/b/id/10402741-M.jpg,236,,2876786605,
OL2928292W,The lost jewels of Nafouti,,R. A. Montgomery,Sundance,           1981         ,English,//covers.openlibrary.org/b/id/10783085-M.jpg,121,,0760896917,
